STATE,NAME,geo_type,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11
01,Alabama,sub-region,walking,,,United States,100.0,99.93,100.28,104.78,120.49,117.63,75.01,89.05,91.65,93.14,90.27,119.82,126.27,64.25,87.01,94.78,87.71,96.97,117.7,121.39,72.21,93.13,90.04,86.56,91.43,117.94,127.28,72.78,83.87,91.85,97.55,109.9,145.67,158.94,82.99,97.24,91.59,97.55,94.64,144.38,164.23,97.76,100.51,137.86,100.39,109.56,139.03,163.55,84.43,92.62,99.71,95.95,105.55,141.3,148.56,85.65,102.09,102.15,105.4,114.51,117.03,118.65,70.4,87.29,84.66,81.72,80.24,80.03,67.19,47.03,61.66,64.76,71.02,73.29,75.12,66.85,47.83,67.49,58.34,67.64,71.13,75.14,61.38,46.26,64.02,59.35,64.53,69.99,78.72,69.43,34.13,67.65,70.7,74.45,76.18,85.75,76.03,45.29,81.62,78.42,78.21,69.13,91.66,82.68,63.25,81.02,83.18,75.09,89.5,104.2,98.95,73.23,91.68,96.21,99.17,104.78,106.83,107.98,74.56,100.22,81.75,118.04,127.11,140.88,137.98,96.54,123.12,127.85,131.27,138.25,155.55,147.02,112.09,108.62,127.09,127.21,143.87,162.26,153.66,114.86,133.56,133.71,138.43,143.11,159.28,151.04,103.21,125.68,127.75,141.03,150.54,174.58,170.26,120.2,143.49,145.19,148.09,152.76,182.52,178.86,109.9,138.91,143.64,147.91,160.68,182.47,179.78,129.16,149.75,149.83,153.59,167.26,172.14,133.04,115.83,152.01,146.82,152.79,156.84,183.07,181.7,115.04,151.73,151.45,153.76,157.99,181.3,178.8,125.74,149.15,148.6,154.47,168.31,186.72,177.97,124.64,147.95,146.16,153.49,166.31,185.77,194.34,128.86,162.66,167.85,175.14,181.36,214.96,212.04,144.2,175.28,181.37,188.72,195.7,231.79,234.41,180.1,213.23,209.78,217.67,207.09,237.4,217.94,139.67,182.0,170.08,174.95,176.7,193.14,192.57,122.27,159.5,171.52,174.84,180.84,209.78,198.57,145.22,132.55,164.99,165.89,176.22,207.99,205.59,129.79,156.13,145.24,136.8,168.35,202.52,200.07,131.38,156.41,155.66,163.64,155.03,198.48,202.35,126.95,143.27,149.76,157.64,165.76,197.66,204.75,123.33,148.21,148.47,152.6,157.86,178.52,165.39,113.8,140.18,149.9,153.87,164.69,206.46,237.29,126.24,140.9,145.14,150.79,153.33,183.41,173.75,111.73,135.26,142.43,134.01,148.23,199.86,233.83,119.05,133.8,149.69,138.43,140.88,172.98,166.55,108.93,134.71,142.1,145.55,134.03,179.42,173.68,105.38,132.77,138.83,145.82,151.99,182.26,176.95,113.77,145.56,148.54,155.14,69.98,156.76,171.07,105.31,136.63,153.17,161.57,158.61,175.6,169.73,108.56,145.71,155.51,156.78,163.52,185.85,166.35,114.71,144.29,152.98,156.2,163.9,186.81,159.37,112.9,160.34,167.58,164.85,117.47,54.3,111.43,96.79,126.08,129.19,148.49,151.2,95.09,127.62,96.35,128.52,133.55,138.98,133.23,152.13,143.58,103.93,135.64,139.1,149.98,153.65,170.04,156.99,110.77,133.26,137.42,140.75,136.0,156.53,158.66,101.15,139.24,143.65,139.54,142.5,166.03,163.53,104.54,128.94,132.43,136.6,135.84,157.61,151.29,104.83,130.76,135.54,142.88,133.56,169.04,170.89,119.31,95.18,88.58,123.7,122.56,158.67,167.37,108.4,131.33,142.07,148.47,151.54,172.63,181.27,116.55,129.76,127.66,146.79,149.31,178.85,191.61,121.48,141.09,146.25,147.46,153.07,,211.05,135.42,145.03,144.76,124.95,166.86,198.08,211.89,132.2,156.25,144.71,161.66,130.73,206.8,204.56,129.06,160.38,166.63,148.96,183.07,210.31,195.57,113.1,170.27,170.53,175.86,178.44,210.41,212.14,143.14,159.35,159.66,154.45,168.8,206.1,233.24,136.78,155.07,161.28,157.15,170.26,204.82,193.43,141.31,151.66,155.99,160.81,170.38,220.13,236.38,134.19,146.95,132.54,170.31,181.8,213.8,213.85,119.17,148.17,154.44
02,Alaska,sub-region,walking,,,United States,100.0,100.7,99.12,101.15,117.61,104.72,80.7,87.31,106.36,97.6,98.18,120.18,109.01,75.96,92.77,85.15,90.29,94.65,116.04,115.25,78.45,100.38,97.01,104.31,103.33,117.64,119.88,80.16,99.03,99.33,97.89,120.53,135.68,117.32,87.08,100.7,106.9,105.91,105.28,114.54,116.33,90.63,98.65,99.71,104.4,112.09,134.89,138.53,89.67,100.36,93.48,105.73,109.48,136.76,145.05,94.72,108.6,108.74,105.39,106.25,116.76,97.51,82.25,86.14,82.07,84.48,85.58,82.57,57.67,57.87,62.35,68.61,59.58,65.99,68.19,56.14,50.78,65.13,68.39,67.47,64.21,69.22,62.03,58.5,66.52,65.9,66.97,70.41,83.15,74.16,48.64,79.13,75.04,74.1,77.26,85.78,80.81,72.41,76.23,75.67,88.45,83.76,101.35,92.11,83.69,99.44,97.82,102.52,95.84,107.55,112.0,87.37,96.18,121.1,118.27,110.16,119.52,126.42,98.18,91.44,96.99,128.22,145.94,154.21,142.24,113.19,141.54,145.07,151.29,139.68,161.56,147.72,115.5,109.1,153.65,154.64,165.67,179.04,157.47,129.68,150.51,147.67,151.2,165.06,195.48,178.77,135.34,159.27,164.79,172.16,177.69,197.26,192.47,149.67,173.13,166.84,164.66,180.0,180.03,177.94,142.69,173.44,174.59,183.06,197.62,198.97,207.19,151.18,177.98,185.1,195.08,209.93,200.02,164.64,151.92,189.51,189.44,186.54,196.94,218.98,198.85,158.19,194.79,218.67,203.98,198.38,212.2,200.56,160.86,189.76,204.9,198.9,204.56,205.62,206.65,170.3,186.72,199.8,199.98,199.66,218.47,198.4,180.9,199.73,205.3,205.93,200.94,226.87,201.73,165.06,193.01,204.34,213.21,217.25,247.54,226.4,177.85,211.64,208.65,210.27,210.87,216.45,208.87,158.1,179.29,188.61,188.2,192.99,218.42,205.71,153.4,166.1,181.87,170.37,182.86,207.5,201.39,156.5,160.8,170.55,176.81,181.91,199.28,190.83,153.83,166.79,177.94,171.18,168.75,190.14,178.99,144.24,159.83,162.59,164.39,164.43,189.49,179.11,138.82,153.74,163.22,158.75,157.74,181.8,164.48,135.0,163.58,155.22,143.25,157.04,183.69,172.46,114.69,154.55,146.39,151.38,143.09,166.97,155.07,119.12,137.07,147.29,149.27,147.56,167.63,150.73,119.97,133.86,148.48,143.59,140.13,167.67,177.04,121.03,141.25,155.2,135.23,132.24,148.06,128.58,109.48,142.75,134.42,139.38,128.08,154.64,137.61,107.5,136.85,142.78,148.48,146.71,158.12,132.33,121.37,154.53,153.7,160.41,81.91,143.25,137.54,109.28,153.65,157.76,149.99,143.18,172.34,136.82,108.11,146.42,152.01,161.56,156.19,168.77,151.0,114.31,151.09,153.54,165.2,162.28,175.06,164.7,122.78,179.17,168.43,178.27,135.07,57.92,109.41,97.26,142.46,133.7,143.72,151.83,103.86,120.98,107.53,139.14,139.43,129.03,128.98,147.58,129.09,109.17,127.27,124.76,131.3,136.04,153.31,136.6,113.93,128.17,134.22,133.48,135.52,141.83,127.03,102.85,129.81,126.58,125.48,122.15,144.98,128.69,104.36,127.95,127.5,124.4,125.63,140.35,132.82,112.02,120.13,128.15,125.5,128.08,173.51,143.52,126.17,119.3,133.39,125.43,133.72,146.39,129.25,108.34,128.8,124.38,131.79,135.43,149.67,155.07,126.17,143.2,144.73,135.32,144.08,164.08,155.11,131.25,151.29,145.68,145.29,145.0,,159.74,122.0,142.22,155.99,161.67,153.88,169.71,164.97,122.49,151.45,147.11,146.91,141.25,178.95,158.95,115.41,138.71,137.7,151.63,148.44,179.53,154.48,105.62,147.11,150.26,145.09,140.44,168.66,157.47,118.89,141.29,143.18,143.97,152.98,177.56,181.6,134.67,157.9,169.24,173.78,160.26,188.18,189.37,143.81,176.41,175.44,183.22,164.66,203.95,205.64,155.4,179.78,175.06,189.69,186.45,217.12,223.95,157.2,188.52,198.0
04,Arizona,sub-region,walking,,,United States,100.0,102.87,107.53,108.46,126.73,137.36,98.31,96.81,94.29,100.17,102.26,120.71,129.06,82.4,92.96,97.92,100.47,107.48,132.98,145.53,87.67,92.02,92.51,91.83,99.72,130.6,142.02,88.1,91.29,94.01,101.52,110.84,139.18,143.71,105.76,105.02,100.56,103.8,111.83,132.81,133.79,97.55,104.99,101.53,105.0,107.11,134.06,148.22,98.63,98.06,104.81,104.86,111.02,142.6,145.49,98.99,105.7,101.62,96.05,95.4,107.78,110.33,78.83,86.65,82.11,64.16,69.4,72.85,65.92,50.33,60.97,60.39,59.96,58.59,61.77,59.35,47.37,56.98,55.09,55.27,57.13,62.46,56.28,45.88,56.38,56.71,56.04,60.62,65.38,57.88,40.49,56.82,59.92,62.59,61.97,68.53,65.2,50.92,64.75,62.31,63.22,64.6,72.17,65.82,51.16,64.2,64.39,66.97,67.62,77.93,72.85,55.37,69.0,72.01,70.64,72.22,84.98,83.11,56.99,66.19,62.29,86.98,89.38,104.99,100.96,75.72,93.31,97.57,102.98,105.03,122.71,121.3,95.8,86.2,102.41,102.48,104.77,120.15,115.55,79.67,97.0,96.96,102.94,101.01,117.02,120.0,89.15,102.12,103.15,102.64,108.59,126.47,124.63,91.58,101.09,102.68,103.62,107.09,124.59,119.86,80.76,102.71,106.48,107.76,112.78,126.81,120.33,87.48,103.71,106.69,108.13,110.77,119.37,92.71,80.91,103.35,101.73,103.6,105.35,118.1,110.3,81.37,98.92,103.8,105.36,107.58,121.35,113.37,83.01,102.1,103.79,106.33,109.39,122.8,118.99,86.9,103.9,105.71,108.66,111.22,125.93,120.83,89.0,106.57,108.88,110.22,111.44,131.6,125.9,91.0,104.7,107.46,112.23,113.52,138.54,136.45,99.96,116.58,119.67,122.33,125.49,147.24,145.88,103.09,115.08,114.22,116.18,117.52,137.36,137.77,98.46,112.3,117.44,119.19,122.51,144.93,142.29,110.75,100.32,109.29,117.17,119.63,139.16,142.78,98.24,112.65,115.6,117.67,122.12,144.6,147.3,101.45,109.98,112.6,114.55,118.24,144.13,145.51,98.41,108.93,110.33,113.68,121.32,143.1,145.48,100.1,111.0,112.25,116.58,121.24,143.75,147.83,102.06,111.85,113.57,115.67,121.75,147.66,152.89,104.54,112.14,112.67,116.21,120.89,148.96,154.41,102.78,109.7,111.2,116.16,122.71,149.72,169.41,99.25,106.41,111.49,103.39,112.12,138.42,141.53,93.74,101.01,107.34,116.6,102.29,137.23,139.89,93.69,102.72,105.11,108.6,115.31,134.67,135.33,94.71,112.34,116.87,126.5,62.01,118.29,120.47,84.37,104.77,105.56,108.62,110.84,131.47,134.28,87.62,107.2,108.94,112.61,109.14,135.38,135.81,90.9,109.11,112.68,115.81,117.26,140.42,138.69,99.06,133.04,129.99,134.27,103.01,51.09,101.92,91.26,113.42,121.9,127.41,129.69,101.67,119.21,88.53,107.44,106.89,104.96,106.07,124.22,127.81,91.68,106.11,105.7,106.52,110.22,134.17,140.46,106.61,110.49,102.05,104.24,106.85,128.33,131.79,86.76,92.34,98.22,106.08,110.1,127.87,143.92,100.24,103.9,107.53,108.86,114.18,138.85,143.97,93.37,107.69,107.03,111.52,120.49,151.69,164.34,133.66,110.11,112.59,112.76,118.3,141.78,151.22,107.06,110.87,112.66,118.39,121.96,147.7,155.77,106.7,114.35,113.62,118.4,127.35,157.35,164.63,113.73,122.91,121.93,124.09,128.36,,156.36,123.33,134.57,134.05,150.13,151.87,176.2,182.35,131.72,137.14,131.07,139.57,140.27,171.34,180.19,133.5,136.79,140.32,142.53,149.4,179.11,168.71,105.07,135.64,140.35,144.09,148.38,176.83,184.7,128.02,132.19,131.45,133.84,140.78,171.03,186.29,130.17,130.03,132.75,132.67,139.46,168.35,176.0,121.22,124.52,124.97,129.38,139.01,168.28,172.0,121.01,126.45,126.18,134.44,134.89,165.65,168.12,106.95,123.21,127.4
05,Arkansas,sub-region,walking,,,United States,100.0,98.65,99.33,98.98,115.1,132.03,77.13,91.1,91.63,81.03,89.84,112.89,126.95,66.33,93.44,90.54,89.42,91.6,115.32,127.49,75.16,90.8,92.0,83.44,91.0,113.63,127.34,70.39,88.01,94.6,87.21,105.06,142.57,141.61,83.18,90.56,86.13,97.75,98.27,128.92,139.64,68.4,90.66,96.85,101.15,104.97,140.27,162.55,87.78,104.41,109.62,106.4,124.11,152.56,161.48,88.23,100.3,117.7,106.03,109.41,111.39,106.59,67.42,82.14,84.14,77.19,75.26,84.14,72.49,45.1,71.63,68.85,77.98,83.86,83.69,66.45,62.98,66.76,76.5,81.25,80.0,77.93,63.76,55.95,78.27,78.0,82.66,87.7,95.24,72.6,46.12,77.82,74.64,87.55,90.14,88.3,86.91,57.51,98.96,94.22,73.78,93.26,93.55,85.51,70.76,86.87,87.59,92.71,102.48,111.15,103.96,69.37,95.57,100.74,106.12,107.12,121.51,120.38,76.61,93.54,70.46,113.24,127.51,130.17,121.17,98.9,133.95,133.22,139.84,143.68,152.72,152.81,115.36,102.27,133.96,131.5,136.36,166.63,164.79,113.15,149.39,153.3,136.23,146.06,167.42,165.9,118.27,124.54,145.49,149.16,150.46,183.15,177.45,119.68,146.74,150.89,149.07,158.69,186.63,168.32,111.67,146.46,149.88,159.88,170.67,183.14,180.27,127.65,152.4,160.67,165.96,170.94,186.67,142.4,120.71,170.71,164.42,159.11,156.8,194.18,180.79,126.95,162.41,156.32,163.34,166.4,197.63,184.68,126.54,157.43,160.84,157.16,165.11,201.18,184.32,128.4,156.19,160.51,147.18,158.69,178.2,188.78,125.62,170.61,164.14,166.37,173.22,198.72,196.32,138.71,166.88,168.04,185.33,204.79,234.38,231.68,163.23,202.13,198.2,197.93,204.17,238.75,240.66,160.48,197.91,197.75,183.18,159.68,204.18,197.02,125.42,154.83,159.73,160.85,180.71,212.39,222.37,159.36,143.29,168.89,163.63,167.21,199.07,201.54,127.92,157.45,159.79,163.59,174.04,208.89,219.81,130.17,156.33,140.41,149.54,165.75,200.07,218.68,126.92,151.57,147.88,149.04,161.72,203.29,211.23,129.98,149.8,148.4,155.15,159.77,199.07,204.66,130.48,149.84,149.52,155.98,163.18,212.25,226.55,123.96,141.94,144.26,155.28,167.95,184.43,194.8,115.96,132.6,140.71,134.24,152.59,201.18,225.64,115.59,143.09,141.57,137.14,147.86,190.64,201.13,117.86,137.68,139.68,141.98,139.63,174.61,163.32,105.23,136.15,139.51,142.07,152.33,179.87,157.94,104.96,149.54,150.66,161.37,79.94,148.11,145.46,92.3,148.08,152.51,150.2,149.96,175.58,168.24,104.63,154.48,152.14,153.3,163.3,174.96,177.29,97.1,141.68,143.33,152.82,164.85,191.87,168.84,121.82,175.48,165.65,161.86,122.83,60.37,123.63,100.97,137.98,140.12,140.25,153.73,98.24,125.8,93.92,139.34,141.33,136.33,131.37,158.06,144.36,96.33,138.84,138.91,144.37,141.2,160.83,160.09,106.22,134.35,136.25,130.13,134.32,158.4,146.34,94.02,128.5,132.41,126.39,133.97,159.99,147.39,96.87,128.84,134.77,137.91,132.23,166.3,148.01,94.72,120.22,124.33,109.12,93.78,138.92,144.19,74.88,71.11,81.07,70.48,83.63,109.49,120.15,89.91,139.3,155.59,156.69,150.36,176.14,174.7,106.07,147.77,143.05,148.82,158.21,176.31,197.59,125.43,149.78,150.14,151.55,155.03,,199.2,121.31,170.41,171.58,157.56,178.66,218.95,224.89,142.17,161.9,161.25,175.07,155.7,209.29,196.72,142.53,162.25,153.81,165.13,181.17,217.46,206.86,110.3,165.0,168.97,154.37,181.57,208.32,228.04,140.3,166.41,164.54,157.11,172.43,201.61,223.63,134.11,163.24,154.35,163.89,168.5,193.1,214.25,141.51,161.88,156.32,150.67,168.07,221.67,232.87,125.41,164.19,165.7,181.35,189.27,232.29,239.37,117.97,158.04,155.43
06,California,sub-region,walking,,,United States,100.0,104.7,106.03,98.45,123.92,144.68,108.23,100.19,99.24,104.59,106.91,126.01,143.07,96.51,96.48,98.97,99.43,103.65,125.49,144.98,90.2,91.3,95.74,99.8,104.81,126.96,148.43,95.92,100.38,102.95,105.87,115.97,148.6,158.4,125.46,109.14,103.51,105.98,112.7,134.77,147.88,111.83,104.93,106.75,108.03,110.23,131.72,149.01,100.41,98.91,111.67,102.35,106.43,126.28,138.53,104.8,93.4,89.86,94.85,81.81,91.06,85.35,62.35,60.98,56.32,51.92,50.53,49.82,47.53,37.77,42.91,42.09,42.93,43.25,47.09,42.09,37.04,44.55,44.73,46.28,45.43,50.12,42.22,32.04,36.76,40.0,41.45,38.39,45.73,48.37,32.3,43.73,47.78,49.23,48.7,51.53,50.86,42.95,48.72,49.55,51.28,52.32,57.93,57.41,46.63,52.24,54.06,53.38,55.83,63.79,62.78,52.59,58.43,60.44,60.24,62.01,71.13,73.48,55.48,52.74,49.2,68.08,70.67,84.27,84.03,66.76,69.56,76.3,78.7,81.17,93.19,93.67,80.4,75.86,81.79,83.31,84.92,94.45,98.25,76.95,78.15,80.9,88.34,87.26,97.23,104.14,87.13,88.82,92.78,92.82,94.86,109.1,115.47,95.95,94.5,97.05,97.95,99.76,119.77,118.32,85.13,98.75,101.23,103.11,106.64,121.15,124.39,96.29,101.16,104.01,105.5,111.51,122.54,98.39,89.04,101.35,103.86,105.1,108.36,121.45,122.98,98.62,102.73,103.89,104.17,105.84,121.03,122.27,97.6,102.72,104.38,105.89,108.04,122.11,125.16,100.12,103.39,106.48,107.71,110.38,126.54,130.26,103.75,107.78,108.83,109.49,113.68,130.21,135.16,106.9,108.39,110.01,112.29,114.26,133.96,139.01,106.95,105.84,108.07,108.48,111.84,131.36,138.95,105.34,104.11,106.1,108.61,111.23,131.18,141.24,108.24,103.62,107.43,108.95,113.0,137.72,147.35,123.39,103.26,103.56,103.48,105.86,125.61,132.39,99.05,101.98,104.19,108.13,112.13,134.51,145.38,107.03,102.84,105.13,107.64,109.43,133.12,143.44,107.09,101.95,102.39,104.36,105.46,126.25,138.15,102.13,98.77,101.11,102.23,104.24,127.67,138.91,108.93,101.9,101.79,104.1,108.01,131.99,142.74,104.84,99.5,101.11,102.61,104.45,127.15,136.21,97.37,96.59,100.58,99.77,106.86,130.39,140.24,96.25,97.94,99.72,91.68,96.77,115.1,113.72,85.33,90.69,95.48,102.8,88.72,115.15,122.95,91.65,93.18,91.6,94.2,97.13,113.1,112.45,86.59,98.27,104.1,107.73,51.6,93.85,100.57,78.75,90.75,95.18,96.0,96.54,110.36,110.31,80.78,88.42,91.61,93.24,93.74,104.38,102.27,75.24,91.19,94.52,97.33,96.46,111.04,108.51,85.75,105.03,106.16,107.99,82.0,42.21,79.66,71.3,81.4,94.64,97.23,93.16,72.51,85.95,73.68,85.87,88.13,86.32,86.59,98.35,99.49,77.47,84.82,83.65,86.49,88.95,103.08,108.3,90.22,92.42,83.49,84.78,87.92,95.97,93.79,74.93,78.73,82.73,80.44,82.08,93.36,109.73,84.8,84.42,86.65,88.65,90.97,108.35,117.39,82.58,86.44,86.7,91.51,92.05,114.81,128.24,117.55,85.72,88.9,92.01,92.93,109.96,120.06,96.01,90.42,92.46,94.87,97.46,116.18,129.33,99.7,94.49,95.12,90.04,99.78,120.39,132.26,98.42,93.54,93.52,88.48,96.45,,132.29,96.08,91.61,100.53,106.17,105.27,128.89,144.5,112.05,105.12,106.94,109.22,109.79,134.06,150.65,120.76,112.48,115.63,121.22,123.3,142.76,146.07,98.09,112.26,115.36,117.48,121.85,141.79,155.02,115.23,106.97,106.17,109.62,115.71,137.71,154.48,120.04,108.41,113.86,109.15,112.58,134.73,149.46,107.2,104.96,108.5,112.83,116.84,141.17,154.96,115.89,110.57,113.25,118.51,118.55,143.96,157.07,108.66,109.8,112.73
