NAME,POPESTIMATE2019,PERC_MALE,PERC_FEMALE,PERC_WHITE,PERC_BLACK,PERC_NATIVE,PERC_ASIAN,PERC_PACIFIC,PERC_NOTHIS,PERC_HIS,PERC_UNDER_12,PERC_UNDER_18,PERC_UNDER_25,PERC_UNDER_35,PERC_UNDER_45,PERC_UNDER_55,PERC_UNDER_65,PERC_UNDER_75,PERC_OVER_75
Massachusetts,7084750,0.48567387698930803,0.514326123010692,0.8066226754649071,0.10210212075232013,0.010589929073008928,0.07839810861357141,0.0022871660961925264,0.8716061964077773,0.12839380359222274,0.13155001940788313,0.07066346730653869,0.10162052295423268,0.1446844278203183,0.1224294435230601,0.12811009562793324,0.1346191467588835,0.09587042591481704,0.07045245068633332
Michigan,10259753,0.49247881503580054,0.5075211849641994,0.7938704762190669,0.1503879284423319,0.01543809095599085,0.03908485906044717,0.0012186453221632138,0.9455937194589382,0.05440628054106176,0.14378084930504662,0.07720829146666591,0.09611566672219107,0.1315284100894047,0.11589431051605238,0.12405688519012105,0.13790458698177238,0.10202653026832127,0.07148446946042464
Minnesota,5797857,0.49820373286198677,0.5017962671380133,0.838139333205355,0.08098457757754288,0.021446717295718055,0.05779876944188172,0.0016306024795023403,0.9424547725133614,0.057545227486638595,0.1579181756293748,0.08059822793145813,0.0897790338740676,0.13536087557868365,0.12756126962082714,0.11765209110883555,0.13156171323301005,0.09213231716477312,0.06743629585896996
Mississippi,3019168,0.4847040641660219,0.5152959358339781,0.5937182031606059,0.3804336161485548,0.010489313612226945,0.014093286627309246,0.0012655804513031406,0.9652129328344763,0.034787067165523745,0.1555345711136313,0.08284368408780167,0.09570020614950873,0.13194131628316144,0.12228401996841513,0.12079619285842987,0.1286864460672609,0.09628215455383735,0.06593140891795356
Missouri,6294363,0.4910334850405037,0.5089665149594963,0.8296961900672077,0.12705638362452246,0.01394263406797479,0.02669499677727516,0.002609795463019848,0.9549152154078181,0.045084784592181924,0.15145090932950642,0.07804475210597164,0.09254439249849429,0.1344515719859182,0.12188191243498349,0.11798032620616256,0.13342271489585206,0.09783817679406161,0.07238524374904974
Montana,1100962,0.5034914919860994,0.49650850801390056,0.8894648498313293,0.011216554249828786,0.08217540659895618,0.014916046148731746,0.0022271431711539543,0.9571456598865355,0.04285434011346441,0.14551819227184953,0.07412244927617848,0.09281337593849742,0.12972382334721816,0.12074803671698024,0.10903918573029768,0.13834991580090866,0.1145670786094343,0.07511794230863554
Nebraska,1982467,0.49947363562672165,0.5005263643732784,0.8804635840092168,0.06229864103664777,0.02207350740264529,0.03293774877463282,0.0022265187768573196,0.8852505489372585,0.11474945106274152,0.16852336003575344,0.08406394658776162,0.098912113038956,0.1320672677023123,0.12466588346741711,0.11021621040854652,0.12319650213597502,0.09071777739553798,0.06763693922773999
Nevada,3239670,0.5011180151064769,0.4988819848935231,0.7405868498952054,0.11398383168656066,0.026531405976534646,0.10419888445428084,0.014699027987418472,0.7101621461445147,0.2898378538554853,0.1568508520929601,0.07868980482580015,0.0830519775162285,0.14754959610083743,0.1320591294792371,0.1252686230387663,0.12097127176533412,0.09530939879679103,0.06024934638404529
New Hampshire,1385406,0.49576080946668344,0.5042391905333166,0.9306340524005238,0.024340157325722568,0.009047167400747506,0.03482733581347273,0.0011512870595334508,0.9584432289162887,0.041556771083711204,0.12142288975217373,0.07059158109608303,0.09199685868258113,0.12715911436791813,0.11467468742014976,0.13379471432922913,0.15598604308051214,0.11091044791202001,0.07346366335933294
New Jersey,9103833,0.48873161447491403,0.511268385525086,0.7209408388752299,0.1600853179095003,0.011252513089816125,0.10551039325963031,0.0022109368658234396,0.7881040875859652,0.21189591241403483,0.14625004654632834,0.07722110016736906,0.08568566668566965,0.12970437836458557,0.12753814794274015,0.1339646718036238,0.13607828702481692,0.09240723110803988,0.07115047035682663
New Mexico,2155807,0.49496916931803264,0.5050308306819673,0.8193831822607497,0.03350624615283279,0.11961089281183335,0.02445998180727681,0.00303969696730737,0.5096031323768779,0.4903968676231221,0.1509944999714724,0.08062224494122154,0.09438739182125301,0.135719941534655,0.12099784442670425,0.11132118969833571,0.12866921760621428,0.1054825408768039,0.07180512912333989
New York,20016024,0.4856178729601843,0.5143821270398157,0.6980314871724774,0.18701796120947897,0.015930136774416338,0.09637833168065746,0.0026420831629698285,0.8034351377676205,0.19656486223237943,0.14203914823443456,0.07042992154685666,0.091447831997004,0.14753599416147783,0.1243569152395101,0.12586815443466695,0.13176632881735154,0.09407452748857616,0.07248117808012221
North Carolina,10755786,0.4862617199709998,0.5137382800290002,0.7077992254587437,0.2302869357943715,0.022845750185063185,0.03686387959001788,0.0022042089718036415,0.9006167471163893,0.09938325288361073,0.1480055478976618,0.0778218346850709,0.09553248828119117,0.1348847029868389,0.12342445266203697,0.1284610906167155,0.12792166002558994,0.09802891206649147,0.06591931077840336
North Dakota,780700,0.511844498526963,0.48815550147303705,0.8697988984244909,0.040480338158063275,0.06617650826181631,0.021721531958498783,0.00182272319713078,0.9570744203919559,0.042925579608044065,0.1685282438836941,0.07407198667862175,0.10967208915076214,0.15040988856154733,0.12048033815806328,0.10135263225310619,0.1212194184706033,0.08584219290380428,0.06842320993979761
Ohio,11989540,0.49031914485459827,0.5096808551454017,0.8183303946606793,0.1421566632247776,0.008999427834595822,0.029266427235740487,0.001247087044206867,0.9583335140464104,0.041666485953589544,0.14918687455899057,0.07802567905023879,0.09204681747589982,0.13301761368659681,0.11861939657401369,0.12221603164091366,0.13506197902505016,0.09992176513861249,0.07190384284968397
Oklahoma,4219622,0.4952111824234493,0.5047888175765507,0.7477119988472901,0.08895844224909245,0.13117501994254463,0.028884814800946627,0.0032697241601261913,0.88984345043229,0.1101565495677101,0.16797025894736542,0.08429428038814851,0.09825453559584248,0.13724262505030072,0.12422581927954685,0.11207828568530546,0.12121299016831366,0.08979169224162734,0.06492951264354958
Oregon,4401916,0.49575503030952883,0.5042449696904712,0.8661648700247802,0.031214134935787053,0.033360700204183816,0.06110884442138378,0.008151450413865235,0.8639765047765564,0.13602349522344362,0.14066692776509138,0.07250978891918883,0.0884062758126234,0.14395935769787518,0.13391009733034434,0.11907337622980539,0.12500238532493577,0.10717810153578577,0.0692936893843499
Pennsylvania,13098517,0.4900963979357358,0.5099036020642642,0.8162939361761335,0.13124203297212958,0.008937882051838387,0.041994143306452174,0.001532005493446319,0.9189495268815546,0.08105047311844539,0.1387640295462456,0.07303536728623554,0.09031610219691283,0.13364367889891657,0.11758644127422975,0.12397884432260538,0.1389355756838732,0.1040297920749349,0.07971016871604625
Rhode Island,1092875,0.4870227610659957,0.5129772389340044,0.8346508063593732,0.10034541919249686,0.018474207937778795,0.04322726752830836,0.003302298982042777,0.833904151892943,0.16609584810705708,0.12932860574173624,0.07078211140340844,0.10496442868580579,0.14022006176369667,0.11763101910099508,0.1258689237103969,0.13862335582751917,0.09804323458767014,0.07453825917877159
South Carolina,5257910,0.4843435889925845,0.5156564110074155,0.6888288312276171,0.27561274346651043,0.011063521437225056,0.022671365618658363,0.0018235382499890642,0.939197704030689,0.060802295969311,0.14585681382906895,0.0757420724204104,0.09173797193181321,0.13240869470949485,0.11967321616383696,0.12307856163380507,0.1321785652474082,0.10922876199858879,0.07009534206557358
South Dakota,907592,0.5049559714056536,0.4950440285943464,0.8465566025262453,0.02996941356909272,0.10212298037003412,0.019582587770716357,0.0017684157639115373,0.955969202020291,0.04403079797970894,0.17071767930964574,0.08159172844185493,0.09420091847438056,0.13007937487329108,0.1186281941665418,0.10585262981604068,0.13058621054394487,0.0988869447945773,0.06945631957972305
Tennessee,6975736,0.487996535419345,0.512003464580655,0.785737304278717,0.17760964577787922,0.011021489345353666,0.02388823200878015,0.0017433285892700069,0.9415972737500387,0.0584027262499613,0.14955640523093192,0.07701294888453347,0.09052980215994412,0.13881201926219686,0.12326039861600267,0.1262087613407388,0.12944884955508637,0.09846258516664048,0.06670822978392531
Texas,29643613,0.4967176234556834,0.5032823765443166,0.7876623541131778,0.13530870882709203,0.016373274067503177,0.05802895888567969,0.002626704106547336,0.6051844625012477,0.39481553749875226,0.1722911441328019,0.08736576745891265,0.09751847725174391,0.1473121376938769,0.1352630666174194,0.12146967375400562,0.11169411097088604,0.07644705792104356,0.05063856419930998
Utah,3298054,0.5038634904097993,0.4961365095902008,0.9045925263807081,0.021094560610590365,0.022345601375841632,0.036483938710524445,0.015483372922335413,0.8545287615060275,0.1454712384939725,0.1955741173431363,0.10031703543968655,0.11418915518060044,0.14735598628767146,0.13698411244934133,0.10101047466172476,0.09287840647848701,0.06705196458275092,0.04463874757660123
Vermont,637214,0.49405537229251084,0.5059446277074892,0.9419378733047297,0.020453097389573988,0.012692753141016989,0.02391504267012338,0.001001233494555989,0.9783338093638871,0.021666190636112827,0.12003031948450599,0.06689118569271861,0.10651680597099247,0.11929587234429878,0.11374200817935576,0.12408233340761503,0.1513981174299372,0.1191420778576742,0.07890127963290197
Virginia,8829898,0.49213003366516805,0.507869966334832,0.6980248242958186,0.20779809687495823,0.012368885801398838,0.07929185591951346,0.0025163371083108776,0.9007071202861007,0.0992928797138993,0.14981928443567524,0.07628264788562676,0.09495307873318581,0.13941033067426148,0.12926287483728577,0.12689738884865942,0.12794859011961407,0.09182790106975189,0.06359790339593957
Washington,8026776,0.5005222520224808,0.49947774797751926,0.7865383312054554,0.056349398563009606,0.03296416892660266,0.11173826203696229,0.012409839267970103,0.8684955204929102,0.13150447950708977,0.15426006655723293,0.07521500537700317,0.08893084845023706,0.15415865597844017,0.13364730746192494,0.11861798560218947,0.12226490436509005,0.09312157209818736,0.05978365410969485
West Virginia,1826608,0.49552011159482495,0.5044798884051751,0.934210843267959,0.04561241382934926,0.00828694498217461,0.011020974396257982,0.0008688235242591733,0.9819069006595832,0.018093099340416773,0.13445413575326506,0.07136944544204339,0.08678326165219905,0.11919141928645884,0.11850216357313666,0.1266297968693885,0.14060652312921,0.11984727976664944,0.08261597452764906
Wisconsin,5947323,0.4975974905011885,0.5024025094988115,0.8704845860902459,0.0759553499952836,0.017857109829077723,0.03442826293443285,0.001274691150959852,0.9275216765593528,0.07247832344064715,0.14545754451204349,0.078021489668545,0.0948699103781651,0.12738268965717853,0.12169223026897984,0.12144405138244552,0.13929426735356396,0.10050622775995183,0.07133158901912676
Wyoming,592490,0.5091309557967223,0.4908690442032777,0.9245236206518254,0.01918850951070904,0.03717193539131462,0.01669564043274992,0.00242029401340107,0.8965096457324174,0.10349035426758257,0.15594356022886463,0.08003679386993873,0.09184290030211481,0.13218619723539637,0.1274333744029435,0.10933686644500329,0.13432800553595842,0.10313760569798647,0.06575469628179378
